dimensions,start_gammaNs,end_gammaNs,optimum_gammaNs
64,10,800,39.036755386565275
96,10,800,58.06083650190114
128,10,800,76.08365019011407
160,10,800,94.106463878327
192,10,800,112.12927756653993
224,10,800,129.15082382762992
256,10,800,147.17363751584284
288,10,800,165.19645120405576
320,10,800,182.21799746514577
352,10,800,200.2408111533587
384,10,800,218.2636248415716
416,10,800,235.28517110266162
448,10,800,253.30798479087454
480,10,800,270.3295310519645
512,10,800,288.35234474017744
544,10,800,306.37515842839036
576,10,800,323.3967046894804
608,10,800,341.4195183776933
640,10,800,358.4410646387833
672,10,800,376.4638783269962
704,10,800,393.4854245880862
736,10,800,411.50823827629915
768,10,800,428.5297845373891
800,10,800,446.552598225602
832,10,800,464.575411913815
864,10,800,481.59695817490496
896,10,800,499.6197718631179
928,10,800,516.6413181242078
960,10,800,534.6641318124208
992,10,800,551.6856780735108
1024,10,800,569.7084917617237
1056,10,800,586.7300380228137
1088,10,800,604.7528517110267
1120,10,800,621.7743979721166
1152,10,800,639.7972116603296
1184,10,800,656.8187579214195
1216,10,800,674.8415716096325
1248,10,800,691.8631178707225
1280,10,800,709.8859315589353
1312,10,800,726.9074778200254
1344,10,800,744.9302915082383
1376,10,800,761.9518377693283
1408,10,800,779.9746514575412
1440,10,800,796.9961977186313
1472,10,800,800.0
1504,10,800,800.0
1536,10,800,800.0
1568,10,800,800.0
1600,10,800,800.0
1632,10,800,800.0
1664,10,800,800.0
1696,10,800,800.0
1728,10,800,800.0
1760,10,800,800.0
